age,annual_income,total_debt,credit_history_years,payment_history_score,late_payments,existing_loans,employment_years,credit_utilization,debt_to_income,creditworthy
39,18000.0,14208.89,8.51,75.02,0,1,9.19,0.435,0.789,1
62,57354.48,8255.23,14.53,68.32,3,3,0.0,0.917,0.144,0
55,39039.98,23021.46,14.93,78.96,3,5,15.76,0.347,0.59,0
30,82700.55,18717.04,5.0,96.32,1,1,10.96,0.099,0.226,1
51,50147.49,18468.91,18.7,75.23,1,3,10.2,0.137,0.368,0
53,73886.99,31270.09,12.07,70.68,2,0,0.0,0.715,0.423,0
36,77440.13,5124.14,12.77,84.02,0,1,3.04,0.405,0.066,1
54,105396.97,41146.43,10.86,88.49,1,4,13.95,0.452,0.39,0
61,60535.28,25158.54,10.9,100.0,2,2,27.76,0.311,0.416,1
57,73272.98,48378.29,26.42,86.6,7,1,12.97,0.329,0.66,1
55,32328.78,9357.81,22.27,90.37,5,2,12.18,0.263,0.289,1
49,91189.1,39614.41,13.26,91.35,3,0,9.62,0.514,0.434,1
33,48268.81,14967.51,8.22,67.01,1,4,2.76,0.401,0.31,0
56,52663.41,1000.0,13.75,69.48,3,5,11.98,0.507,0.03,1
37,64510.55,1605.25,6.35,67.91,1,0,1.49,0.488,0.03,1
44,30616.54,15316.06,12.62,64.68,1,1,0.95,0.335,0.5,0
35,70032.94,47849.17,7.25,92.34,2,5,0.63,0.128,0.683,0
35,86284.26,1563.62,9.48,85.77,1,5,11.88,0.111,0.03,1
28,71444.54,27551.68,3.59,83.03,0,4,6.71,0.98,0.386,0
64,30044.25,19908.46,26.75,48.29,0,4,7.5,0.716,0.663,0
27,62276.2,37995.05,5.7,100.0,3,5,6.92,0.688,0.61,0
24,81324.64,34210.38,2.0,70.37,2,2,1.37,0.285,0.421,1
63,23684.25,14446.51,12.24,100.0,1,5,3.65,0.422,0.61,0
45,41355.15,21526.77,12.68,63.16,2,5,3.9,0.257,0.521,0
40,84283.96,53500.88,14.01,71.44,3,1,0.0,0.158,0.635,0
54,70942.1,11972.19,20.71,53.36,4,0,4.48,0.302,0.169,0
38,74063.37,55061.48,12.02,86.71,4,3,1.59,0.685,0.743,0
26,105908.89,6488.91,3.61,67.68,2,4,9.89,0.588,0.061,1
53,75308.16,48249.31,12.86,68.05,2,5,10.3,0.226,0.641,0
28,79473.54,4333.91,5.16,64.16,5,0,0.53,0.357,0.055,1
45,124636.4,18908.84,9.51,92.11,4,2,5.52,0.57,0.152,1
63,60296.3,7024.91,27.59,91.25,1,4,16.28,0.306,0.117,1
63,47446.58,19385.17,15.68,100.0,3,0,2.1,0.436,0.409,1
37,74411.52,23413.19,7.52,73.09,3,4,9.13,0.5,0.315,0
56,74657.8,13812.03,19.12,84.84,1,1,7.53,0.498,0.185,1
48,53412.26,19767.25,14.8,65.24,3,0,12.46,0.471,0.37,1
42,42287.27,17507.04,13.21,77.64,2,1,8.48,0.289,0.414,1
27,115816.58,72701.88,4.22,75.26,1,4,4.84,0.31,0.628,0
37,72190.56,53298.57,13.48,88.04,2,5,7.33,0.193,0.738,0
50,48889.72,24273.28,21.44,95.22,4,0,7.41,0.108,0.496,1
65,85150.47,18608.01,32.41,94.88,1,2,6.54,0.397,0.219,1
21,62598.81,17216.02,1.69,71.04,3,1,0.4,0.583,0.275,0
53,59436.61,44132.89,19.86,94.98,3,4,13.22,0.144,0.743,1
59,77370.0,10084.71,22.74,81.43,1,4,12.33,0.475,0.13,1
63,36578.59,13481.51,21.03,77.78,2,5,1.78,0.577,0.369,0
40,72757.8,47961.32,9.04,72.79,3,2,5.5,0.053,0.659,1
26,107085.01,80122.37,4.37,74.72,2,1,5.87,0.366,0.748,0
33,75255.91,39651.1,3.94,100.0,1,1,1.22,0.749,0.527,0
59,56723.33,27462.07,10.4,86.0,6,4,0.0,0.53,0.484,0
60,53843.68,20262.16,28.38,84.27,2,2,3.65,0.046,0.376,1
49,55972.52,30088.76,8.47,78.59,2,0,5.22,0.552,0.538,0
26,59412.82,1843.98,4.1,100.0,1,5,0.0,0.27,0.031,0
26,56688.26,16277.07,4.46,98.97,1,0,7.88,0.558,0.287,0
42,85158.85,37506.21,8.38,72.63,1,5,12.81,0.282,0.44,1
47,26869.4,3347.05,20.24,78.44,3,0,11.21,0.409,0.125,0
22,83964.0,35407.83,1.38,79.21,3,3,6.37,0.312,0.422,0
51,56646.9,12971.27,22.84,83.9,3,1,0.0,0.421,0.229,1
45,73292.85,40611.99,17.05,72.88,0,4,10.58,0.307,0.554,1
21,40206.27,28226.89,1.11,87.7,0,2,7.73,0.375,0.702,0
25,94229.88,51218.01,2.28,100.0,4,2,9.12,0.185,0.544,0
41,92403.97,52779.81,9.39,64.92,2,2,16.68,0.518,0.571,0
53,86110.99,12315.33,15.71,67.33,1,5,2.88,0.455,0.143,1
58,31675.39,17042.88,14.92,75.72,5,1,0.0,0.097,0.538,0
40,83240.66,12034.38,16.49,76.32,3,1,1.73,0.619,0.145,0
34,73906.81,54729.82,5.84,100.0,1,0,9.43,0.385,0.741,1
64,29684.03,17176.43,30.6,95.02,4,4,7.13,0.452,0.579,0
41,64465.46,40774.44,7.58,94.28,0,4,0.92,0.573,0.633,0
35,73019.76,47612.41,12.58,78.56,1,3,0.0,0.486,0.652,0
40,77233.66,59529.76,7.98,78.28,2,0,5.23,0.653,0.771,0
21,68899.75,13320.5,1.38,63.13,3,4,0.77,0.361,0.193,0
34,71407.09,47663.93,8.47,92.16,3,4,9.6,0.627,0.667,0
44,97419.45,42829.91,8.06,88.38,3,5,4.94,0.445,0.44,0
62,91972.75,25439.98,28.97,98.72,2,5,3.86,0.522,0.277,1
54,18000.0,9945.87,13.94,79.26,2,1,3.21,0.501,0.553,1
56,58016.35,7880.76,19.94,80.16,4,4,8.32,0.668,0.136,1
45,61377.68,13245.78,14.17,84.21,4,2,7.21,0.564,0.216,1
25,26453.83,9588.2,3.86,93.59,1,3,8.01,0.331,0.362,1
38,67072.03,8738.87,5.55,62.89,5,1,7.9,0.292,0.13,0
65,92472.67,39718.31,15.71,91.57,1,3,6.64,0.41,0.43,1
22,41095.51,27267.66,1.32,81.73,3,5,1.83,0.268,0.664,0
60,72400.82,41405.24,16.84,68.24,3,3,3.35,0.21,0.572,0
51,44851.88,23222.81,10.64,54.9,1,5,5.03,0.03,0.518,1
33,50217.94,19807.74,10.66,80.23,0,5,17.33,0.11,0.394,0
56,97502.66,41209.14,19.25,100.0,2,0,0.26,0.817,0.423,1
58,53063.73,14178.83,22.47,100.0,2,5,4.91,0.289,0.267,1
22,75168.67,44862.42,1.71,86.62,1,4,7.49,0.801,0.597,0
25,23833.2,1000.0,2.72,100.0,4,2,5.48,0.501,0.042,0
50,105970.99,60559.21,16.05,81.44,2,3,12.37,0.41,0.571,0
65,78258.35,48275.99,18.67,94.39,1,3,5.46,0.12,0.617,0
22,60985.0,33042.48,1.69,76.13,4,4,5.83,0.421,0.542,1
50,77662.02,46113.12,15.24,75.31,2,4,11.07,0.798,0.594,0
27,33983.97,4090.78,4.53,73.19,3,0,16.05,0.732,0.12,0
50,91015.68,63018.98,23.75,55.21,0,0,14.04,0.475,0.692,1
49,57872.33,32086.66,11.21,98.73,0,1,6.32,0.19,0.554,1
25,60510.47,27429.63,3.46,73.66,2,3,6.75,0.229,0.453,0
51,54183.58,29791.23,10.72,71.58,4,5,7.23,0.249,0.55,0
61,52225.67,24289.75,18.27,66.66,2,3,7.73,0.676,0.465,0
59,80282.75,55097.95,24.95,79.34,0,0,2.76,0.746,0.686,0
22,70629.95,31063.16,1.35,100.0,0,4,11.68,0.459,0.44,0
32,79338.46,58293.69,7.57,100.0,2,2,8.03,0.359,0.735,1
31,64806.52,30939.58,5.96,60.41,4,2,6.78,0.73,0.477,0
41,76290.4,26352.31,6.34,77.39,3,4,0.64,0.224,0.345,0
27,55785.33,39199.49,6.45,68.55,4,1,7.31,0.43,0.703,0
59,114054.1,46098.97,18.73,94.85,0,3,0.0,0.513,0.404,1
55,30505.53,11135.82,23.75,85.73,2,1,4.09,0.247,0.365,1
57,92740.62,9130.22,17.87,73.72,2,2,4.18,0.293,0.098,1
29,95093.96,27527.23,7.91,82.94,5,3,8.43,0.277,0.289,0
21,46252.51,27657.69,1.19,75.79,3,3,16.4,0.703,0.598,1
61,114044.02,40970.34,19.61,100.0,2,5,9.86,0.803,0.359,1
34,86900.79,20931.68,10.07,89.11,1,1,14.24,0.443,0.241,1
50,86365.06,18333.0,13.5,90.71,3,5,10.23,0.366,0.212,0
61,65616.49,17563.26,18.58,47.33,3,4,12.63,0.3,0.268,0
22,60221.02,31702.87,2.99,81.13,0,2,16.29,0.42,0.526,1
21,60393.01,45058.81,1.58,100.0,3,0,3.34,0.31,0.746,0
21,73591.67,7041.94,1.78,99.24,6,1,3.01,0.401,0.096,0
28,95826.1,41753.76,5.72,57.99,4,3,10.34,0.503,0.436,0
23,68988.91,22271.37,3.32,77.93,1,4,6.98,0.339,0.323,1
57,44948.24,20471.75,26.56,66.38,3,3,8.1,0.382,0.455,0
48,83137.4,31692.17,15.95,100.0,4,4,5.76,0.383,0.381,0
65,85265.32,32971.25,18.67,85.18,3,0,4.02,0.356,0.387,0
57,79402.51,17072.35,10.19,72.02,0,3,15.1,0.332,0.215,1
64,81400.98,33073.95,25.63,82.44,2,5,1.5,0.572,0.406,0
31,59039.58,24451.95,8.62,48.1,1,2,10.43,0.066,0.414,1
33,44562.24,16461.67,7.13,67.9,4,5,9.62,0.735,0.369,0
59,45899.74,30588.77,13.63,82.47,4,0,0.0,0.447,0.666,0
32,29019.81,17935.69,5.52,92.99,2,5,2.85,0.542,0.618,0
23,70212.87,18764.72,2.52,56.76,4,4,3.69,0.565,0.267,0
51,63164.13,35921.37,22.06,77.04,2,3,9.82,0.278,0.569,1
57,55320.27,34595.44,13.1,95.13,1,3,5.16,0.237,0.625,0
64,18000.0,8577.71,25.58,63.13,4,5,6.57,0.214,0.477,1
62,37559.02,13537.4,27.57,84.98,1,2,0.0,0.371,0.36,1
26,89658.49,22075.34,5.74,82.86,1,0,18.63,0.56,0.246,1
55,50378.23,29502.36,11.41,100.0,2,5,7.36,0.303,0.586,0
59,72933.02,23639.14,29.24,79.01,1,0,9.5,0.542,0.324,1
52,34404.92,16388.41,18.72,79.77,2,3,4.3,0.03,0.476,1
57,96651.52,26887.34,24.7,93.11,2,1,3.74,0.343,0.278,1
58,61831.39,31374.78,11.08,64.76,1,5,16.56,0.653,0.507,0
41,71380.89,50650.93,11.57,79.13,0,5,0.0,0.386,0.71,0
22,116167.16,35761.55,2.25,76.08,0,2,8.39,0.254,0.308,1
41,98361.68,63570.19,9.28,80.19,4,3,0.94,0.289,0.646,0
30,58255.56,41880.17,5.59,93.03,6,2,4.97,0.03,0.719,0
26,51949.16,38682.09,4.22,89.2,5,2,3.81,0.218,0.745,0
26,57838.01,10762.3,4.21,72.27,2,5,2.07,0.631,0.186,0
52,76217.76,48718.1,9.21,83.78,1,1,7.18,0.303,0.639,1
43,62685.07,1000.0,11.74,100.0,0,5,0.0,0.327,0.03,1
45,56304.63,13479.08,9.64,71.19,3,3,5.42,0.03,0.239,0
54,97277.99,74873.37,25.5,83.89,2,5,6.55,0.094,0.77,1
45,62487.38,32362.07,19.93,79.49,2,3,0.2,0.658,0.518,0
49,115590.96,45011.67,12.39,81.18,1,4,14.57,0.543,0.389,1
24,66996.34,28695.14,2.03,60.8,2,2,4.03,0.161,0.428,0
59,104277.0,65915.62,14.75,100.0,4,2,5.81,0.294,0.632,0
41,72861.03,42723.23,11.24,71.93,1,1,4.04,0.414,0.586,0
27,86185.13,31877.72,6.19,95.34,2,1,6.59,0.181,0.37,1
57,49058.56,31508.36,19.5,73.92,1,0,13.54,0.03,0.642,1
54,46217.3,8902.24,10.0,73.87,2,2,19.37,0.388,0.193,1
23,75113.53,5801.08,1.35,97.77,3,5,10.73,0.535,0.077,0
29,86748.17,42931.21,4.0,94.92,5,5,12.44,0.538,0.495,0
21,65885.64,49602.78,2.01,84.71,1,4,15.58,0.595,0.753,0
33,36699.35,17439.19,8.41,91.89,5,2,8.24,0.109,0.475,0
25,35074.32,8313.62,3.72,78.25,3,3,14.85,0.432,0.237,1
52,33603.0,1000.0,13.92,81.89,1,4,10.96,0.366,0.03,1
44,26112.31,16565.6,18.58,73.4,1,0,7.72,0.403,0.634,0
65,67408.68,27750.77,19.53,93.75,1,5,8.75,0.378,0.412,1
54,89750.97,40431.91,24.03,72.99,3,5,0.0,0.288,0.45,0
48,64704.85,44060.78,20.94,100.0,1,5,8.46,0.03,0.681,1
43,18000.0,4008.51,12.29,77.89,0,0,0.0,0.652,0.223,1
23,60803.27,23015.42,3.49,82.27,3,5,0.0,0.486,0.379,0
24,61418.42,18326.67,2.33,91.86,1,3,7.96,0.123,0.298,0
48,111111.97,66615.7,17.38,82.31,1,3,1.43,0.515,0.6,0
21,32942.97,10297.6,0.88,78.13,3,1,6.96,0.331,0.313,0
22,56405.09,9661.22,1.95,81.61,1,2,7.69,0.336,0.171,0
30,102528.76,11433.57,4.3,93.62,1,2,7.92,0.266,0.112,1
60,74899.52,42637.35,11.82,73.38,0,5,2.48,0.527,0.569,0
41,77392.89,44340.4,5.79,80.36,1,2,11.49,0.26,0.573,0
52,67520.86,11809.44,14.02,82.13,4,1,6.55,0.201,0.175,1
39,72258.76,17441.1,11.44,93.24,2,5,9.21,0.646,0.241,0
28,82107.41,58995.82,4.78,80.7,1,1,1.02,0.384,0.719,0
37,47191.3,1000.0,7.62,100.0,4,5,6.11,0.391,0.03,1
25,84317.29,30062.92,5.22,79.96,3,5,12.49,0.558,0.357,0
55,34793.93,6679.38,26.63,78.91,2,1,11.85,0.286,0.192,1
29,72224.1,15039.17,3.44,79.78,2,4,3.01,0.326,0.208,1
37,68932.3,18660.36,8.69,64.88,5,4,4.27,0.481,0.271,0
65,51441.55,27458.77,27.0,68.52,1,3,2.06,0.112,0.534,1
47,64500.92,12996.15,17.89,75.1,1,4,3.72,0.464,0.201,1
41,51304.12,24399.86,9.96,96.77,0,0,0.0,0.269,0.476,1
45,41422.57,22650.03,16.82,81.57,2,3,6.31,0.591,0.547,1
56,57220.48,20772.09,11.86,75.7,5,3,10.17,0.529,0.363,0
32,40712.25,2238.4,5.82,97.94,5,3,3.07,0.503,0.055,1
49,72101.54,40163.74,18.85,100.0,2,5,6.55,0.099,0.557,0
60,39698.12,1000.0,23.64,98.32,3,4,5.9,0.399,0.03,1
46,80663.49,49226.61,18.72,70.91,1,3,12.28,0.185,0.61,1
41,39007.46,6179.79,6.29,75.56,1,2,3.94,0.413,0.158,0
27,52541.51,33014.07,3.03,100.0,3,2,4.12,0.03,0.628,0
32,51258.73,3455.12,3.84,85.13,1,0,2.77,0.112,0.067,1
63,94153.23,18491.96,15.57,78.52,3,3,1.31,0.658,0.196,0
45,72266.38,26312.69,6.81,91.34,3,1,9.65,0.494,0.364,0
34,60341.86,11441.36,8.03,95.09,3,5,6.32,0.349,0.19,0
39,75971.83,17398.56,10.8,74.57,2,4,7.27,0.238,0.229,1
47,18641.77,16558.81,16.79,84.85,8,5,13.37,0.203,0.888,0
45,64051.06,36969.03,11.95,94.05,1,5,13.66,0.46,0.577,0
52,108945.31,11888.81,8.55,66.92,3,2,0.0,0.351,0.109,0
32,67911.62,40422.48,8.22,82.16,1,2,10.24,0.729,0.595,0
50,66494.09,38377.8,8.87,67.51,2,3,8.13,0.383,0.577,0
40,77058.82,49454.21,15.03,69.21,0,2,4.69,0.432,0.642,0
63,84703.32,42017.32,11.76,74.68,2,1,8.64,0.142,0.496,1
28,21055.73,4911.62,5.15,88.2,1,4,0.0,0.348,0.233,1
27,27988.82,4619.57,6.28,77.81,2,2,14.31,0.455,0.165,0
41,69626.41,23598.44,12.33,73.57,2,5,9.57,0.345,0.339,0
43,49272.72,28882.82,13.86,82.67,1,1,2.67,0.323,0.586,0
52,93864.56,14435.51,20.09,67.09,1,2,4.07,0.485,0.154,1
39,58066.16,7745.48,6.54,87.57,2,3,0.0,0.723,0.133,1
62,22440.32,1000.0,25.85,96.71,1,5,5.43,0.449,0.045,1
42,37103.69,35348.71,16.56,80.97,6,3,4.59,0.649,0.953,0
26,18000.0,3327.86,5.9,79.37,1,0,0.37,0.544,0.185,1
26,59849.24,32890.89,3.77,86.85,2,2,10.88,0.637,0.55,1
64,60855.55,42085.14,19.42,55.63,1,5,13.38,0.298,0.692,0
27,55661.82,44708.34,5.64,88.98,4,1,6.86,0.379,0.803,0
63,88735.34,6874.27,23.46,100.0,2,2,5.47,0.379,0.077,1
33,91367.44,54547.67,5.68,80.41,3,0,9.17,0.529,0.597,1
25,61251.45,33020.6,2.35,80.45,2,4,6.9,0.578,0.539,0
34,18036.74,13750.51,5.36,91.67,1,0,1.59,0.445,0.762,0
48,78580.19,37434.24,14.39,100.0,2,2,3.74,0.595,0.476,0
40,77217.93,17795.5,7.37,94.67,3,4,5.52,0.307,0.23,0
56,71806.61,30988.8,9.87,53.98,5,5,8.24,0.597,0.432,0
48,86592.55,28005.25,8.28,89.32,3,1,7.05,0.623,0.323,1
39,39373.78,15890.58,15.01,100.0,3,1,8.05,0.555,0.404,1
49,109192.62,27907.49,8.88,90.09,0,0,0.0,0.447,0.256,0
64,43892.59,3409.07,13.18,66.99,2,2,10.33,0.563,0.078,1
39,81482.9,3365.36,9.99,85.66,2,5,7.02,0.241,0.041,1
27,27878.35,2655.66,3.35,65.35,2,1,19.76,0.46,0.095,1
39,44534.18,11961.02,15.36,98.03,1,1,5.06,0.48,0.269,0
58,98360.11,18251.84,28.22,69.57,3,2,8.62,0.154,0.186,1
30,59260.2,28407.41,5.43,82.97,1,5,21.15,0.515,0.479,1
63,83478.3,45416.71,21.35,70.85,1,3,7.97,0.17,0.544,0
47,70213.02,31986.16,12.69,74.9,2,3,6.66,0.334,0.456,0
48,62690.92,45779.32,8.07,100.0,2,4,2.07,0.428,0.73,0
35,95004.71,28800.93,6.74,83.34,2,4,14.64,0.274,0.303,1
62,59793.51,32466.99,13.7,74.73,1,3,1.2,0.437,0.543,0
22,25823.76,5978.62,1.2,67.11,2,3,9.14,0.433,0.232,1
34,47328.72,26939.68,8.49,57.67,0,3,4.63,0.256,0.569,0
39,77126.22,61662.75,6.29,65.73,0,1,6.05,0.534,0.8,1
42,73701.2,51312.15,7.24,83.46,2,2,0.0,0.267,0.696,0
42,30524.72,6803.3,11.77,94.74,1,5,13.72,0.878,0.223,1
27,49064.46,16808.47,4.24,74.72,1,0,5.61,0.398,0.343,0
31,52202.13,11742.13,4.14,100.0,3,4,0.92,0.186,0.225,1
25,56959.67,24658.93,1.77,72.67,2,3,13.26,0.223,0.433,0
46,34729.9,24241.78,9.7,78.91,2,2,4.48,0.65,0.698,1
36,51175.84,40074.96,6.62,67.97,2,0,8.67,0.338,0.783,1
46,48970.57,24825.78,18.2,94.88,2,4,11.21,0.147,0.507,1
47,81973.73,9598.85,20.52,100.0,0,0,9.37,0.591,0.117,1
52,82800.67,39719.49,15.4,59.1,5,3,0.0,0.337,0.48,0
45,61792.17,14236.59,12.22,77.5,1,0,10.48,0.551,0.23,1
50,56375.12,14826.45,19.4,98.44,3,5,6.5,0.607,0.263,0
47,68078.33,19412.37,16.34,63.19,3,1,5.35,0.475,0.285,0
50,47035.35,33823.0,10.95,89.37,1,4,6.45,0.899,0.719,0
48,39769.69,7681.38,9.12,97.88,1,3,0.0,0.075,0.193,0
35,44315.13,5835.81,7.97,83.02,3,0,7.96,0.256,0.132,1
32,51034.11,1000.0,7.45,89.15,2,4,0.18,0.369,0.03,0
56,39403.58,29571.45,12.14,100.0,3,5,5.57,0.872,0.75,0
36,68565.31,42898.81,7.14,100.0,0,1,7.78,0.78,0.626,0
45,81053.74,6066.22,10.88,81.19,2,5,12.37,0.678,0.075,1
29,30083.84,8639.57,4.19,75.08,1,4,2.9,0.261,0.287,0
40,65552.83,19063.44,10.57,70.04,0,4,14.26,0.284,0.291,1
44,60161.41,14629.17,14.99,94.7,3,2,11.73,0.254,0.243,1
49,72513.19,33714.56,15.65,64.17,1,0,4.85,0.263,0.465,1
44,64715.35,19288.69,9.12,78.72,0,2,1.46,0.719,0.298,0
37,33020.82,34912.32,5.73,83.33,1,4,0.0,0.371,1.057,0
64,37227.44,9030.48,30.4,75.46,1,3,8.36,0.398,0.243,1
44,65647.32,32452.56,12.73,85.64,3,3,3.31,0.575,0.494,0
57,87633.18,7827.34,10.96,100.0,3,4,13.0,0.087,0.089,1
54,18000.0,2929.77,13.65,80.42,3,2,3.6,0.431,0.163,1
46,72605.98,49677.16,18.26,76.34,1,0,2.5,0.201,0.684,0
60,91171.68,56642.66,26.29,95.2,1,5,8.17,0.361,0.621,0
26,61633.43,20007.79,5.5,85.11,1,3,3.57,0.303,0.325,0
62,77104.45,11584.58,24.25,100.0,3,3,7.04,0.292,0.15,1
59,49532.48,37196.42,18.92,84.14,3,3,11.93,0.465,0.751,1
43,62373.94,41970.49,11.58,78.77,7,5,7.59,0.464,0.673,0
54,29339.9,8610.42,12.49,58.81,2,4,7.6,0.376,0.293,1
44,18000.0,4309.73,14.96,60.94,4,4,8.03,0.494,0.239,0
33,85740.85,30866.23,8.14,58.14,1,4,0.0,0.246,0.36,0
56,43330.11,23211.68,12.44,86.93,3,1,8.96,0.556,0.536,1
32,54978.39,24092.73,9.7,64.29,2,4,7.8,0.379,0.438,0
35,34498.27,12034.55,7.38,98.32,0,5,11.46,0.323,0.349,1
44,33980.67,14065.86,7.15,82.39,2,1,10.03,0.261,0.414,1
58,61175.57,9467.49,16.56,78.83,1,3,5.99,0.372,0.155,1
38,48949.3,7365.44,13.7,71.03,0,4,12.16,0.794,0.15,0
43,73315.36,7106.2,17.71,90.09,2,3,5.54,0.407,0.097,0
22,74955.85,46210.86,1.98,71.54,2,5,8.24,0.191,0.617,0
26,72058.69,33947.8,5.83,69.19,2,2,5.44,0.604,0.471,0
23,70249.22,21720.9,3.44,97.45,2,1,9.31,0.326,0.309,1
24,99710.9,23591.33,3.98,86.61,4,0,5.12,0.477,0.237,0
60,41512.94,9724.97,28.55,78.95,3,5,15.24,0.299,0.234,0
58,63791.43,28168.99,17.64,90.34,3,4,17.09,0.676,0.442,0
57,89919.18,22855.31,24.5,82.12,0,3,11.37,0.302,0.254,1
23,92819.88,12689.04,2.69,86.98,5,2,14.71,0.7,0.137,1
24,33721.2,21440.01,3.66,71.38,1,2,0.0,0.21,0.636,0
33,58128.18,16946.65,5.08,100.0,2,5,0.0,0.361,0.292,0
46,94878.66,28209.65,17.24,74.46,2,4,5.39,0.7,0.297,0
36,76177.74,19969.91,13.12,100.0,0,5,7.21,0.454,0.262,0
42,69295.79,38970.62,9.63,79.54,2,4,6.01,0.874,0.562,1
28,60210.94,13423.03,7.43,92.49,2,4,0.0,0.366,0.223,1
53,56556.38,27218.21,15.37,91.54,3,3,12.76,0.471,0.481,0
35,71340.82,52686.19,5.95,96.91,2,1,17.77,0.801,0.739,0
23,59447.77,36456.53,1.53,71.07,1,3,13.4,0.117,0.613,0
54,64063.27,18021.28,23.13,95.98,0,4,12.43,0.092,0.281,1
61,66729.17,39683.24,22.68,100.0,6,3,8.13,0.261,0.595,1
21,50082.43,13386.39,1.21,78.64,1,0,2.79,0.583,0.267,0
40,76706.85,24563.32,12.19,82.45,2,5,7.36,0.098,0.32,0
58,129113.38,50478.78,16.64,75.2,2,4,17.53,0.539,0.391,1
52,25906.29,10066.5,16.12,77.5,1,2,5.24,0.525,0.389,1
59,72128.28,5476.04,27.93,100.0,3,2,4.73,0.823,0.076,0
39,48275.82,21491.22,12.27,68.94,0,0,12.54,0.629,0.445,1
37,77702.86,9393.36,11.99,69.75,1,5,12.87,0.493,0.121,1
52,66024.26,19022.56,18.42,100.0,2,1,2.76,0.692,0.288,1
27,81760.81,29696.26,6.71,90.12,3,2,5.69,0.528,0.363,0
31,90861.14,65004.92,4.82,100.0,2,2,4.49,0.328,0.715,0
48,69233.26,9693.21,11.43,76.14,3,1,7.35,0.191,0.14,0
51,89905.15,44972.48,9.78,83.64,1,3,12.52,0.306,0.5,1
26,18000.0,17861.62,4.22,73.41,2,5,2.98,0.412,0.992,0
43,99989.95,13566.57,13.92,83.86,2,5,12.45,0.455,0.136,0
37,73251.37,14920.75,11.65,58.94,5,3,7.51,0.03,0.204,1
43,88712.55,10203.28,10.44,90.9,6,0,18.63,0.376,0.115,1
64,38162.73,10048.04,11.78,86.21,3,5,8.59,0.426,0.263,0
24,46723.06,7126.19,3.4,81.25,4,1,6.52,0.53,0.153,0
65,68210.64,28403.33,35.0,76.93,0,5,9.87,0.745,0.416,1
41,64625.17,28971.74,9.14,70.37,0,2,5.31,0.457,0.448,1
55,71227.51,4893.03,12.65,91.46,3,3,0.0,0.238,0.069,1
40,88859.33,17946.26,8.6,66.78,0,2,5.8,0.056,0.202,1
34,26165.15,11636.13,7.4,88.65,5,2,5.72,0.557,0.445,0
55,86424.02,38429.47,13.89,100.0,0,0,0.0,0.246,0.445,1
51,65182.2,17708.79,13.97,100.0,4,3,6.63,0.593,0.272,0
27,60516.8,33800.53,5.12,62.43,0,2,0.0,0.699,0.559,0
52,32635.46,11537.04,14.37,75.02,4,5,5.26,0.111,0.354,0
54,76067.07,3488.59,16.13,87.48,2,2,8.22,0.531,0.046,1
38,18000.0,12787.16,5.4,81.09,3,5,7.48,0.679,0.71,0
62,79264.67,10949.64,31.19,63.81,2,1,4.94,0.624,0.138,1
49,32173.67,6274.81,14.06,87.01,3,1,6.57,0.03,0.195,1
36,66176.07,3314.33,7.45,81.87,2,0,3.08,0.249,0.05,0
21,62378.29,38253.73,0.88,100.0,1,4,7.05,0.164,0.613,1
51,90729.84,39327.69,18.71,78.71,2,0,7.29,0.525,0.433,1
30,61069.59,24318.9,8.18,97.18,2,1,2.5,0.503,0.398,1
55,49728.95,33614.55,10.01,65.53,5,5,8.34,0.03,0.676,0
44,53854.74,9200.28,8.39,68.64,3,3,8.31,0.36,0.171,0
42,93003.42,67247.87,7.76,91.38,2,3,6.17,0.58,0.723,1
28,76798.53,15789.44,5.51,96.09,1,4,19.11,0.45,0.206,1
53,56516.14,21353.81,24.87,69.55,3,4,6.3,0.449,0.378,0
28,59798.18,18265.86,4.69,82.31,1,5,5.6,0.347,0.305,0
39,30522.1,12665.71,8.86,64.04,1,3,4.89,0.208,0.415,0
58,73546.43,54594.82,25.32,79.64,1,2,2.15,0.417,0.742,1
62,26284.05,1000.0,27.34,92.88,1,0,10.43,0.43,0.038,1
65,81539.52,61795.66,17.55,76.35,2,2,3.57,0.543,0.758,1
64,67829.68,32386.87,15.2,78.76,1,4,4.16,0.559,0.477,0
46,117512.94,59155.27,12.01,67.31,3,1,4.31,0.437,0.503,1
30,40797.02,26215.31,7.65,73.57,3,4,2.08,0.639,0.643,0
58,62741.43,4798.04,23.9,100.0,0,0,0.0,0.345,0.076,1
57,104562.33,73236.8,22.73,82.95,2,0,4.69,0.131,0.7,1
65,91210.57,40057.97,31.24,68.97,2,2,11.37,0.515,0.439,1
50,49683.33,26825.14,12.43,77.91,0,1,7.98,0.445,0.54,1
27,69927.28,3581.56,3.78,61.23,4,5,14.8,0.519,0.051,1
43,65043.99,22724.6,6.78,68.82,2,2,10.75,0.167,0.349,1
41,71203.03,36382.83,15.74,99.68,3,2,9.62,0.778,0.511,0
58,49629.03,17505.29,21.65,80.15,1,2,16.41,0.562,0.353,1
38,63034.95,7159.44,7.98,100.0,2,1,6.51,0.362,0.114,1
35,29842.85,5706.72,4.84,80.76,4,5,7.32,0.233,0.191,0
24,67972.72,44356.49,3.67,81.53,3,4,6.94,0.635,0.653,0
58,74900.45,9999.42,24.97,90.33,2,0,14.72,0.2,0.134,1
